"length","weight","sex","maturity"
40,391.2,"M","4"
29,172.7,"M","1"
39,367.2,"M","3"
39,404.5,"F","1"
31,254.8,"F","4"
33,247.8,"M","3"
33,231.8,"M","1"
22,72.7,"F","4"
40,457.1,"M","1"
8,5.2,"F","1"
27,162.2,"F","1"
29,211.3,"M","2"
32,226.2,"M","2"
35,295.5,"M","1"
35,313.9,"M","4"
15,21.3,"F","2"
41,488.5,"M","4"
27,168.1,"M","2"
42,470.1,"M","1"
29,177.1,"M","3"
39,317,"F","4"
18,38.7,"M","4"
26,116.7,"F","2"
18,38.4,"F","2"
37,280.8,"F","3"
8,4.4,"F","2"
26,123.9,"F","2"
38,414.8,"F","4"
16,30.4,"M","3"
23,73.3,"M","4"
9,5.8,"F","1"
19,73.4,"M","3"
42,605.3,"F","2"
8,3.5,"F","4"
40,578.3,"M","3"
8,5.1,"M","1"
29,160.9,"M","4"
28,173.6,"F","1"
35,226.4,"M","2"
35,335.7,"M","3"
40,432.8,"M","3"
19,46,"M","1"
27,138.6,"F","1"
26,132.7,"M","1"
15,22.9,"F","4"
36,366.7,"F","1"
17,43.1,"F","4"
19,55.7,"F","1"
36,284.5,"M","1"
23,96.8,"F","1"
23,72.5,"M","3"
39,449.7,"M","3"
29,185.2,"F","2"
14,19.4,"F","4"
26,101.8,"F","2"
34,228.9,"M","4"
18,43.8,"F","4"
30,198.5,"M","3"
28,172.7,"M","4"
29,145.4,"F","3"
21,69,"F","3"
34,266.2,"F","1"
37,439.2,"M","1"
31,211,"M","4"
11,9.4,"M","1"
40,385.8,"F","1"
12,12.4,"F","2"
38,393.9,"F","1"
23,104.5,"F","2"
30,176.1,"F","3"
16,31.4,"F","3"
36,368.1,"M","1"
42,435.1,"F","2"
25,107.4,"M","3"
38,325.3,"M","4"
39,400.8,"M","4"
26,123.9,"F","2"
28,153.7,"F","1"
41,619.9,"F","1"
31,232.9,"F","1"
21,69.9,"F","3"
15,28.2,"F","2"
29,212.3,"M","2"
19,44.4,"F","3"
34,278.9,"F","4"
27,108.2,"F","2"
41,634.5,"F","2"
34,252.6,"M","1"
37,331.9,"F","1"
29,133.4,"M","2"
19,51.3,"M","2"
33,255.2,"F","4"
20,63.2,"F","1"
30,220.8,"F","2"
16,38.8,"F","1"
26,166.4,"M","3"
29,163.1,"F","4"
33,246.8,"F","4"
12,15.3,"M","1"
28,196.1,"F","2"
30,175.5,"F","2"
34,275.5,"F","1"
29,171.5,"F","4"
25,113.1,"M","3"
30,184.8,"F","1"
37,335.7,"M","1"
33,181.5,"F","1"
14,19.2,"M","4"
19,45.4,"M","4"
18,47.1,"M","1"
22,75.8,"F","3"
31,219.3,"M","3"
34,325.4,"F","1"
42,544,"M","4"
27,155.5,"F","4"
23,73.2,"M","3"
14,22.5,"M","4"
29,160.1,"M","2"
33,260.3,"F","1"
35,282.7,"M","1"
19,50.1,"M","1"
21,91.7,"M","1"
37,415.4,"M","4"
12,13.6,"M","2"
29,133.1,"M","4"
30,178,"M","4"
25,124.8,"M","1"
11,10.5,"M","3"
42,439.6,"F","1"
29,213.2,"F","3"
35,304.9,"F","2"
38,395.5,"F","1"
28,127.8,"M","1"
30,230.4,"F","1"
37,414.2,"F","2"
31,214.9,"M","1"
38,477.2,"M","1"
39,461.2,"M","2"
33,303.7,"M","4"
39,363.5,"M","1"
38,351.4,"F","4"
23,97.2,"M","3"
17,38.6,"F","1"
15,31.6,"M","4"
22,69,"F","3"
20,48.5,"F","1"
23,93.2,"M","4"
39,405.5,"F","3"
22,82.8,"F","4"
11,10.2,"M","3"
22,65.8,"M","1"
39,427.3,"F","4"
23,94.9,"M","3"
37,356.6,"F","3"
42,500.3,"F","3"
24,111.6,"F","2"
27,152.7,"M","4"
33,309.2,"M","1"
22,77.3,"M","3"
26,142.1,"M","4"
24,113.1,"F","1"
28,138.1,"F","4"
32,234.5,"M","4"
30,189,"F","4"
34,346.2,"M","4"
32,243.2,"M","1"
31,210.2,"F","2"
16,33.8,"F","3"
32,248.8,"F","4"
29,196.1,"M","2"
41,379.4,"M","4"
26,124.1,"F","3"
33,246.7,"F","1"
27,142.3,"F","2"
41,358,"M","2"
20,51.6,"F","4"
34,247.4,"F","3"
23,89.5,"M","2"
33,301.6,"M","4"
16,26.3,"F","2"
35,255.5,"M","4"
29,188.9,"M","4"
42,466.8,"F","1"
34,266.8,"F","3"
31,215.1,"M","3"
29,131.2,"M","4"
33,278.5,"F","3"
30,162.4,"F","2"
20,63.9,"F","1"
35,338.8,"F","3"
36,274.4,"M","2"
29,207.5,"M","3"
23,74.7,"M","4"
26,118.7,"M","3"
33,219.4,"M","4"
19,53.4,"M","4"
30,209.5,"M","1"
34,291.9,"F","3"
29,185.3,"M","4"
32,232.4,"M","4"
40,434.7,"M","1"
32,256.1,"M","2"
40,453.9,"F","1"
28,153.8,"M","2"
33,225.5,"F","2"
41,359.8,"M","3"
39,394.2,"F","3"
8,5.1,"F","1"
30,212.6,"M","2"
19,53,"M","1"
39,424.7,"F","1"
20,68.4,"M","3"
36,250.6,"M","1"
13,16.8,"F","1"
33,250.5,"F","3"
36,363,"M","2"
15,24.7,"M","1"
31,227.8,"M","3"
22,70.4,"F","4"
18,37.3,"F","3"
39,339.9,"M","2"
25,99.7,"M","2"
43,578.6,"F","1"
14,23.7,"F","2"
29,177.3,"M","2"
22,87.3,"M","2"
32,252.4,"F","4"
39,331.1,"M","2"
38,329.5,"F","1"
26,123.2,"M","1"
27,145.1,"M","2"
14,20.7,"M","4"
11,10.6,"F","2"
23,80,"M","2"
31,208.3,"F","4"
30,146.9,"F","3"
21,55.9,"F","2"
28,172.5,"M","1"
34,252.1,"M","2"
27,143.9,"M","2"
12,15.4,"F","2"
35,316.5,"M","2"
34,280.4,"M","1"
14,20.6,"M","1"
32,211.9,"M","4"
22,67.2,"F","1"
40,469.4,"F","1"
21,57.1,"F","2"
28,170.5,"F","2"
19,56.5,"M","1"
19,47.1,"M","4"
25,139.4,"F","2"
40,429.3,"F","2"
35,331.9,"F","1"
39,360.9,"F","4"
22,76.6,"F","3"
26,137.9,"F","4"
25,128.2,"M","2"
29,174.3,"M","4"
27,165,"M","4"
25,120.1,"F","4"
26,124,"M","3"
27,134.1,"F","4"
32,244.5,"F","4"
26,123.3,"M","2"
31,222.6,"M","3"
25,114.2,"M","1"
30,191.6,"F","2"
33,288.8,"M","3"
28,150.5,"F","2"
28,192.8,"F","4"
21,73.3,"F","4"
24,85,"M","1"
37,377.3,"M","2"
19,43.9,"M","4"
38,397.9,"F","1"
40,400.1,"M","3"
33,290.6,"M","2"
22,81.9,"M","1"
31,218.1,"M","1"
40,475.7,"M","3"
24,90.8,"F","3"
32,230.9,"M","3"
37,376.8,"M","1"
22,77.5,"F","4"
30,202.9,"F","4"
26,141.7,"F","1"
20,52.6,"M","1"
31,255.5,"F","1"
29,166.2,"F","3"
39,475.5,"M","3"
26,133.9,"M","2"
40,475.7,"M","2"
34,253.8,"F","1"
10,7.8,"M","4"
36,335.9,"F","2"
32,244.1,"M","1"
38,355,"F","4"
38,443.3,"M","3"
24,89.6,"F","3"
39,457.3,"M","4"
17,33,"F","3"
30,176.5,"F","3"
36,389.4,"F","3"
39,370.8,"M","4"
30,249.5,"F","2"
30,200.6,"F","3"
33,267.5,"F","2"
36,329.4,"F","1"
36,321.3,"F","2"
21,77.2,"M","3"
12,15.9,"M","4"
27,132.3,"F","4"
20,60.5,"F","3"
27,100.6,"M","4"
37,392.3,"M","1"
41,478.9,"M","4"
22,69.3,"M","4"
23,91,"M","2"
20,61.5,"M","4"
34,309.1,"F","4"
35,319.9,"F","2"
29,192.8,"M","3"
34,239.9,"M","1"
41,473.4,"F","2"
38,441,"M","1"
15,24.4,"M","1"
35,324.3,"F","1"
31,294.8,"M","4"
22,92.6,"M","1"
34,256.5,"F","1"
24,97,"M","3"
40,337.9,"M","3"
36,306.7,"M","4"
14,25.4,"F","4"
37,350.3,"F","1"
8,4,"M","1"
36,308,"M","3"
22,78.1,"M","4"
19,51.7,"M","1"
24,98.5,"F","3"
21,57.2,"F","4"
11,13,"M","1"
20,49.9,"F","3"
29,139.2,"F","1"
33,326.8,"M","4"
25,114.3,"M","3"
34,272.4,"M","1"
24,97.6,"F","4"
20,61.4,"M","3"
26,121.4,"M","3"
23,84.3,"M","4"
19,60.5,"F","1"
27,127.3,"F","4"
28,163.9,"M","1"
37,378.4,"F","1"
33,248.2,"F","1"
29,166.2,"M","1"
24,103.4,"M","2"
28,160.3,"F","1"
29,159.1,"F","3"
27,141,"M","4"
26,125.4,"M","4"
29,193.7,"F","3"
25,114.1,"M","2"
18,45.8,"M","4"
41,426.9,"F","1"
17,35.9,"F","1"
